,_id,CATEGORY,DASH_CATEGORY
0,5f2bca13ba0be61b0c1ca177,NULL,D3
4,5f2bca14ba0be61b0c1ca23b,NULL,D3
6,5f2bca14ba0be61b0c1ca273,NULL,D3
7,5f2bca14ba0be61b0c1ca299,NULL,D3
9,5f2bca14ba0be61b0c1ca2a0,NULL,D3
10,5f2bca14ba0be61b0c1ca2a6,NULL,D3
11,5f2bca14ba0be61b0c1ca2a8,NULL,D3
12,5f2bca14ba0be61b0c1ca2aa,NULL,D3
13,5f2bca14ba0be61b0c1ca2e0,NULL,D3
14,5f2bca14ba0be61b0c1ca2fd,NULL,D3
16,5f2bca14ba0be61b0c1ca39e,NULL,D3
17,5f2bca14ba0be61b0c1ca3bd,NULL,D3
18,5f2bca14ba0be61b0c1ca400,NULL,D3
19,5f2bca14ba0be61b0c1ca405,NULL,D3
21,5f2bca14ba0be61b0c1ca413,NULL,D3
23,5f2bca14ba0be61b0c1ca472,NULL,D3
24,5f2bca14ba0be61b0c1ca484,NULL,D3
25,5f2bca14ba0be61b0c1ca486,NULL,D3
26,5f2bca14ba0be61b0c1ca4bb,NULL,D3
27,5f2bca14ba0be61b0c1ca4bc,NULL,D3
29,5f2bca14ba0be61b0c1ca4d7,NULL,D3
30,5f2bca14ba0be61b0c1ca4f0,NULL,D3
31,5f2bca14ba0be61b0c1ca4f2,NULL,D3
32,5f2bca14ba0be61b0c1ca504,NULL,D3
33,5f2bca14ba0be61b0c1ca50c,NULL,D3
34,5f2bca16ba0be61b0c1ca565,NULL,D3
35,5f2bca16ba0be61b0c1ca566,NULL,D3
37,5f2bca16ba0be61b0c1ca582,NULL,D3
38,5f2bca16ba0be61b0c1ca583,NULL,D3
40,5f2bca16ba0be61b0c1ca598,NULL,D3
41,5f2bca16ba0be61b0c1ca5be,NULL,D3
42,5f2bca16ba0be61b0c1ca5c9,NULL,D3
43,5f2bca16ba0be61b0c1ca5ed,NULL,D3
44,5f2bca16ba0be61b0c1ca5ee,NULL,D3
45,5f2bca16ba0be61b0c1ca619,NULL,D3
46,5f2bca16ba0be61b0c1ca648,NULL,D3
48,5f2bca16ba0be61b0c1ca672,NULL,D3
49,5f2bca16ba0be61b0c1ca6ae,NULL,D3
51,5f2bca16ba0be61b0c1ca755,NULL,D3
52,5f2bca16ba0be61b0c1ca771,NULL,D3
53,5f2bca16ba0be61b0c1ca7bc,NULL,D3
55,5f2bca16ba0be61b0c1ca7c9,NULL,D3
56,5f2bca16ba0be61b0c1ca7d6,NULL,D3
59,5f2bca16ba0be61b0c1ca827,NULL,D3
