,_id,CATEGORY,DASH_CATEGORY
885,5f2bca2aba0be61b0c1cdb53,NULL,M1
887,5f2bca2aba0be61b0c1cdb87,NULL,M1
889,5f2bca2aba0be61b0c1cdb9a,NULL,M1
892,5f2bca2aba0be61b0c1cdb9d,NULL,M1
897,5f2bca2aba0be61b0c1cdc04,NULL,M1
903,5f2bca2cba0be61b0c1cdc50,NULL,M1
905,5f2bca2cba0be61b0c1cdc62,NULL,M1
914,5f2bca2cba0be61b0c1cdceb,NULL,M1
917,5f2bca2cba0be61b0c1cdd1a,NULL,M1
919,5f2bca2cba0be61b0c1cdd41,NULL,M1
920,5f2bca2cba0be61b0c1cdd75,NULL,M1
921,5f2bca2cba0be61b0c1cdd8d,NULL,M1
925,5f2bca2cba0be61b0c1cddb9,NULL,M1
933,5f2bca2cba0be61b0c1cddef,NULL,M1
934,5f2bca2cba0be61b0c1cddf0,NULL,M1
935,5f2bca2cba0be61b0c1cddf9,NULL,M1
936,5f2bca2cba0be61b0c1cde00,NULL,M1
943,5f2bca2cba0be61b0c1cde9e,NULL,M1
944,5f2bca2cba0be61b0c1cded8,NULL,M1
946,5f2bca2cba0be61b0c1cdeeb,NULL,M1
947,5f2bca2cba0be61b0c1cdef8,NULL,M1
948,5f2bca2cba0be61b0c1cdf06,NULL,M1
949,5f2bca2cba0be61b0c1cdf13,NULL,M1
952,5f2bca2cba0be61b0c1cdf78,NULL,M1
954,5f2bca2cba0be61b0c1cdf90,NULL,M1
956,5f2bca2cba0be61b0c1cdfb4,NULL,M1
963,5f2bca2dba0be61b0c1ce050,NULL,M1
967,5f2bca2dba0be61b0c1ce0d4,NULL,M1
975,5f2bca2dba0be61b0c1ce1c2,NULL,M1
980,5f2bca2dba0be61b0c1ce266,NULL,M1
983,5f2bca2dba0be61b0c1ce288,NULL,M1
988,5f2bca2dba0be61b0c1ce313,NULL,M1
992,5f2bca2dba0be61b0c1ce352,NULL,M1
997,5f2bca2eba0be61b0c1ce3fe,NULL,M1
1001,5f2bca2eba0be61b0c1ce4c4,NULL,M1
1008,5f2bca2eba0be61b0c1ce655,NULL,M1
1011,5f2bca2eba0be61b0c1ce701,NULL,M1
1014,5f2bca2fba0be61b0c1ce831,NULL,M1
1016,5f2bca2fba0be61b0c1ce840,NULL,M1
1019,5f2bca2fba0be61b0c1ce9a0,NULL,M1
1021,5f2bca2fba0be61b0c1ce9bc,NULL,M1
1022,5f2bca2fba0be61b0c1ce9d9,NULL,M1
1023,5f2bca2fba0be61b0c1cea03,NULL,M1
1027,5f2bca2fba0be61b0c1ceaf5,NULL,M1
1030,5f2bca2fba0be61b0c1ceb39,NULL,M1
